,카테고리,유사도,빈도,드라마,코미디,액션,스릴러,로맨스,호러,판타지,미스터리,애니메이션,다큐멘터리,뮤지컬,전쟁,범죄,과학,모험,서부,가족,스포츠,역사,누아르
연출력,액션,0.5138409,1,0.400211,0.39444432,0.5138409,0.4673305,0.4473943,0.40649372,0.4577489,0.35978025,0.4268272,0.29433367,0.42563817,0.19745426,0.25394213,0.29394397,0.43580192,0.1669821,0.26259783,0.28049216,0.23062381,0.3507875
스토리,로맨스,0.614865,1,0.6005838,0.5649563,0.4689682,0.473315,0.614865,0.43547243,0.5633851,0.5227859,0.54475325,0.41092098,0.5289599,0.29401472,0.23751374,0.230953,0.39543667,0.20416427,0.3141695,0.34445104,0.2693512,0.4230299
연기력,드라마,0.4192065,1,0.4192065,0.38379323,0.3651411,0.36421078,0.4086085,0.28552955,0.30138066,0.25776327,0.2672848,0.2504016,0.3827823,0.21179356,0.23853485,0.1805816,0.13458803,0.07365581,0.17502554,0.15381117,0.24129544,0.27276692
잔인,범죄,0.5598107,1,0.15775414,0.3466573,0.4798061,0.2620864,0.24004902,0.55958664,0.30144063,0.23439294,0.1946107,0.15162003,0.09403981,0.42935833,0.5598107,0.27755648,0.44963554,0.25289047,0.3997845,0.12414347,0.27814516,0.41279027
오늘,서부,0.4461629,1,0.19807419,0.08185985,0.33075026,0.15490928,0.16719843,0.23795004,0.15038179,0.115958,0.07397181,0.24389932,0.1482767,0.38302484,0.2501712,0.35141534,0.27245015,0.4461629,0.28932932,0.11489995,0.31795427,0.274739
최대,액션,0.39531055,1,0.10780601,0.052186076,0.39531055,0.043065235,0.11811726,0.23295951,0.13475667,0.17424794,0.15179291,0.11034495,0.07083559,0.318755,0.2772024,0.37696016,0.3534409,0.285441,0.32658947,0.1657747,0.33854115,0.15229641
최저,가족,0.47064984,1,0.2140517,0.16569175,0.46188825,0.21482976,0.23814379,0.34529886,0.24321692,0.09666812,0.11145554,0.14418606,0.05283386,0.41180456,0.33081967,0.37419745,0.42404577,0.37901777,0.47064984,0.19506212,0.3223609,0.23950987
기후,과학,0.53344804,1,0.21140996,0.082537204,0.2905891,0.10399989,0.15324646,0.34084335,0.146555,0.13432086,0.2463628,0.28621566,0.03995193,0.40406746,0.37881455,0.53344804,0.3768403,0.46402982,0.47833118,0.21706387,0.5054175,0.18569273
남자,가족,0.5368877,4,0.30797926,0.3045385,0.46613377,0.21527894,0.36525926,0.44933093,0.34600365,0.24330829,0.22937371,0.18525717,0.31926596,0.34586522,0.4277187,0.35612068,0.356777,0.33767253,0.5368877,0.2806065,0.38689458,0.28505847
특별,모험,0.48929003,1,0.30825,0.286776,0.44734898,0.15937598,0.234416,0.39880562,0.2362513,0.37727246,0.25336596,0.33498865,0.31737283,0.43926215,0.41658002,0.41963926,0.48929003,0.316028,0.43268603,0.3096652,0.35673028,0.3187389
농사일,가족,0.3821223,1,0.09052235,0.12027056,0.10682194,-0.06326529,0.05456207,0.19181415,0.035512574,-0.026539858,0.0031496023,0.11563,0.098857425,0.17604378,0.20171589,0.21609263,0.31593,0.21459253,0.3821223,0.20664106,0.19120193,-0.019582866
매진,역사,0.38777635,1,0.15322992,0.16770765,0.28571454,0.03463904,0.11668731,0.29054788,0.021686904,0.13966565,0.12072312,0.22523789,0.20400517,0.31042507,0.266621,0.27305013,0.30797338,0.15422875,0.23772581,0.107189395,0.38777635,0.13397469
직업,가족,0.5765696,1,0.3603727,0.3433115,0.51983815,0.25890082,0.302171,0.5045284,0.4081554,0.2903829,0.26916397,0.24953772,0.32535177,0.4768531,0.48594177,0.51705384,0.51240873,0.4059483,0.5765696,0.40012255,0.46272242,0.31015602
농부,모험,0.49570647,1,0.13229805,0.19184577,0.34429687,0.10596681,0.1920875,0.38225543,0.26675528,0.11176667,0.14578249,0.19620146,0.25102064,0.39177,0.29495347,0.36663976,0.49570647,0.4812768,0.47051004,0.11894479,0.35890004,0.32783684
이름,역사,0.5609806,1,0.1816438,0.15728788,0.36257634,0.13950114,0.22459757,0.36394948,0.23116751,0.10674171,0.22122134,0.15832078,0.14286096,0.39797565,0.28322008,0.40029526,0.3637821,0.37453383,0.4890332,0.12820242,0.5609806,0.2453967
대학,과학,0.6503838,1,0.30284426,0.29786372,0.4421043,0.19236368,0.2157126,0.42613193,0.28911707,0.2674339,0.29402158,0.2358108,0.2635356,0.42834008,0.38703832,0.6503838,0.38237104,0.48620507,0.43298995,0.3591521,0.52442455,0.17449257
졸업,전쟁,0.42367706,1,0.25252476,0.18214709,0.35683748,0.21047588,0.22197561,0.35544148,0.20941924,0.24284431,0.2500909,0.17789266,0.25488096,0.42367706,0.31223026,0.41307428,0.37005147,0.3591524,0.39123255,0.16970615,0.30655473,0.22515512
식물학,과학,0.52020615,1,0.15063225,0.12510821,0.14780505,0.17966461,0.1125917,0.30746713,0.19486076,0.27144504,0.1974468,0.29915065,0.1921714,0.20819601,0.2393737,0.52020615,0.3465861,0.32570362,0.25808376,0.18625236,0.38042623,0.10641861
전공,과학,0.6414017,1,0.2970187,0.24067497,0.37073523,0.17907287,0.20908615,0.43331593,0.2909217,0.2928513,0.31466803,0.23465873,0.34661484,0.38214174,0.33982992,0.6414017,0.44260278,0.28571063,0.3755471,0.27791613,0.50736517,0.17829956
재배,역사,0.474696,2,0.1677023,0.16416223,0.32307935,0.014100418,0.14945799,0.34728226,0.13891588,0.08168237,0.26044706,0.18903936,0.18546441,0.40707645,0.3729998,0.4060447,0.46512914,0.4358725,0.25135934,0.12775332,0.474696,0.16855374
비행사,과학,0.45254505,2,0.27635947,0.25797603,0.40053996,0.24337326,0.2645136,0.3416873,0.32581443,0.26629433,0.24867606,0.28715482,0.35590217,0.34432322,0.23047638,0.45254505,0.3851117,0.1956728,0.40429944,0.25816184,0.27748856,0.24197014
도중,전쟁,0.46148384,1,0.22417521,0.17952947,0.38582546,0.1668648,0.07099016,0.27125996,0.09707042,0.14589156,0.20882481,0.2582126,0.15007707,0.46148384,0.3228087,0.37802365,0.4277118,0.34577313,0.29618782,0.21627371,0.32045838,0.089551434
불의,전쟁,0.512073,1,0.15436268,0.118353404,0.36800894,0.13300961,0.19900285,0.41824898,0.20518227,0.17824231,0.24003012,0.17412595,0.21533701,0.512073,0.4232695,0.41857114,0.49962264,0.2426396,0.32447872,0.039958436,0.49515676,0.28581905
사고,범죄,0.45409107,1,0.043094747,0.057753447,0.24383925,0.13472468,0.051782947,0.24651963,0.01682078,0.16182685,0.08019588,0.2328385,0.022563417,0.37055883,0.45409107,0.40587777,0.3125576,0.27317345,0.31976727,0.16728662,0.39328998,0.057994075
낙오,범죄,0.4398175,1,0.18735996,0.21859856,0.36345062,0.23395887,0.18629748,0.41186118,0.17210384,0.38145503,0.12198383,0.24832171,0.12809373,0.31435427,0.4398175,0.35767224,0.33596367,0.24459763,0.35520092,0.042972162,0.21353652,0.21159644
신호,액션,0.46744362,1,0.23729324,0.1290842,0.46744362,0.13508691,0.14974187,0.27644336,0.13490394,0.20358218,0.16228285,0.1928993,0.089455575,0.34570783,0.4440121,0.4279958,0.36137745,0.38002524,0.34485808,0.13926828,0.33131444,0.13705619
안전,가족,0.5294686,1,0.18433058,0.19329703,0.4600081,0.19950353,0.1921718,0.36084333,0.22726196,0.19443507,0.17177507,0.24646814,0.121401235,0.4325352,0.48328218,0.50584966,0.49136484,0.3221267,0.5294686,0.2999736,0.3693625,0.09986176
지시,범죄,0.3469171,1,0.10323403,0.14233895,0.33245766,-0.0054143104,0.060092855,0.18645494,0.002321761,0.11483456,0.14624122,0.09689688,0.004093988,0.24926381,0.3469171,0.24328607,0.30123302,0.21268536,0.27036506,0.14458337,0.2699406,0.16787489
구사일생,스릴러,0.45670775,1,0.3704224,0.4034893,0.36105636,0.45670775,0.38964954,0.3814705,0.2937385,0.33876693,0.15952586,0.3230441,0.26576832,0.41510198,0.33413383,0.21215242,0.36583042,0.19599092,0.2897214,0.16982694,0.18430565,0.30023858
철심,액션,0.35746616,1,0.08833138,0.08410069,0.35746616,0.02468671,0.085703455,0.23652104,0.090965785,0.18600827,0.15365478,0.115814164,-0.028004073,0.24695374,0.2704881,0.3384115,0.2442446,0.19643036,0.28637165,0.12216393,0.27722725,0.14284045
연락,범죄,0.3960729,2,0.19169591,0.044497408,0.30102578,0.16809179,0.20494838,0.21322206,0.040704988,0.095560476,0.087271586,0.08021497,0.123588346,0.2852429,0.3960729,0.30150354,0.24804012,0.3243897,0.3929362,0.13146926,0.32584226,0.12593551
전무,가족,0.4143156,1,0.19323517,0.079212815,0.23934348,-0.008366003,0.061427638,0.2737785,0.05691783,0.19753753,0.12937716,0.12892683,0.08444546,0.2889226,0.34947634,0.30094606,0.33542648,0.30549052,0.4143156,0.15539043,0.34342584,0.1325942
도착,서부,0.44602862,1,0.10855516,0.075740896,0.40503275,0.17183168,0.17830175,0.37864935,0.12994017,0.2014891,0.091036715,0.13185629,0.13403691,0.37965167,0.26665664,0.3534032,0.38070962,0.44602862,0.34337968,0.108020715,0.4291367,0.29054943
설상,전쟁,0.3972244,1,0.08745412,0.20666252,0.3447973,0.08194113,0.08673914,0.3022339,0.17446357,0.030490493,0.15352787,0.07194509,0.0624748,0.3972244,0.21998562,0.33807477,0.24173383,0.3001259,0.3010826,0.36659923,0.32867742,0.20647195
가상,액션,0.6080253,1,0.3366822,0.32950547,0.6080253,0.3133758,0.35454792,0.5045364,0.4669195,0.2613525,0.37490988,0.30352604,0.27916017,0.5276091,0.46605998,0.5866537,0.46441853,0.3825366,0.52287453,0.28327084,0.4475721,0.3417549
엔딩,액션,0.6413663,1,0.4410725,0.407731,0.6413663,0.35072035,0.40437075,0.5674012,0.38172936,0.3651244,0.43562692,0.32299122,0.3917231,0.5217694,0.4064179,0.3742607,0.5167902,0.31267563,0.44754252,0.12030981,0.39476973,0.3709514
해피엔딩,로맨스,0.6264764,1,0.56518966,0.51534575,0.36443564,0.45925024,0.6264764,0.3896441,0.44124883,0.4288667,0.28386438,0.3207617,0.49289173,0.24851376,0.2725856,0.151579,0.31254137,0.12684189,0.306609,0.20587997,0.20478928,0.43188354
인생,모험,0.55080247,2,0.39973676,0.39411175,0.48389715,0.23584361,0.44827303,0.434813,0.2990957,0.3616712,0.22324648,0.35202864,0.37943387,0.45426932,0.39579642,0.43758637,0.55080247,0.29151833,0.47167093,0.22687352,0.46806696,0.3359204
방향,역사,0.5280439,1,0.17140268,0.06542476,0.41656828,0.0258866,0.1409939,0.3385882,0.09035144,0.15366867,0.20115267,0.18547,0.10133073,0.2514673,0.27015147,0.32961905,0.3472842,0.33686724,0.35043022,0.13916232,0.5280439,0.19157021
정답,과학,0.4764462,1,0.14188589,0.155556,0.30190134,0.13765502,0.19324623,0.3099824,0.10259966,0.25753683,0.06338091,0.13316557,0.12982251,0.32051396,0.27677086,0.4764462,0.38766438,0.25276187,0.35638598,0.024470584,0.40818816,0.102950975
시기,전쟁,0.5951538,2,0.31871825,0.19543473,0.35185087,0.22333588,0.29907104,0.3489317,0.2405215,0.1317279,0.26263562,0.20725672,0.27403423,0.5951538,0.33132547,0.2997243,0.43972072,0.3472748,0.36015075,0.10909059,0.48241448,0.33180073
청년,가족,0.50332177,1,0.19866583,0.19568399,0.42024955,0.11452239,0.24061792,0.4038033,0.28968757,0.17478241,0.19759917,0.17771944,0.27186695,0.38125697,0.35033986,0.37770194,0.42951187,0.40665242,0.50332177,0.14739588,0.34425193,0.29573935
실업,범죄,0.49560174,1,0.19193868,0.2765578,0.39735323,0.14726551,0.12728666,0.40719402,0.20748416,0.17174543,0.1709171,0.1252305,0.198024,0.46368116,0.49560174,0.41193512,0.41328013,0.40433744,0.45339587,0.31134647,0.3845301,0.13306388
상승,모험,0.41955656,1,0.13350305,0.082506604,0.372524,0.10522662,0.1831078,0.35516188,0.19203249,0.12436924,0.16225332,-0.04070384,0.118250296,0.3567741,0.2983302,0.25933132,0.41955656,0.28565666,0.31966746,0.10366519,0.3108943,0.17813896
내외,가족,0.39474592,1,0.22046062,0.15845719,0.24637711,-0.030699441,0.11907876,0.25385955,0.093299344,0.13112086,0.20580824,0.19209619,0.15110765,0.28816986,0.1723453,0.20883062,0.24322098,0.22410214,0.39474592,0.105485536,0.38694078,0.13513876
안정,가족,0.4455725,1,0.16196325,0.15278594,0.379989,0.11433185,0.1991769,0.25636777,0.18513238,0.09211453,0.087149724,0.099072725,0.04912462,0.340323,0.28443396,0.33512452,0.34098184,0.27508914,0.4455725,0.13918649,0.24551333,0.10073681
수출,역사,0.47798043,1,0.30711678,0.18767388,0.44673562,0.12821507,0.21198672,0.3627931,0.22518988,0.19780697,0.34935904,0.20013055,0.28351462,0.47255433,0.40482926,0.3614449,0.44474256,0.40517995,0.3048444,0.17584863,0.47798043,0.17991424
여건,가족,0.5190445,1,0.2853323,0.1988263,0.3333539,0.11294039,0.20435204,0.32685158,0.17154734,0.07487595,0.23686549,0.26167566,0.16383111,0.37800202,0.3793177,0.34969327,0.4566243,0.3072168,0.5190445,0.18893759,0.4064294,0.17964283
지금,전쟁,0.42152604,2,0.2488268,0.08131263,0.3652899,0.15571728,0.16646644,0.3233443,0.16536792,0.0981252,0.11362811,0.22953956,0.18718334,0.42152604,0.30849442,0.3442779,0.294861,0.36935115,0.30039603,0.056078218,0.41737834,0.23026147
소리,액션,0.43881467,1,0.23471434,0.20627218,0.43881467,0.08717616,0.14351213,0.33077806,0.21186681,0.12106318,0.31494436,0.26184654,0.19644293,0.34001574,0.26917568,0.341955,0.40989485,0.26085404,0.2687669,0.117950104,0.34838524,0.2659106
소문,범죄,0.4757145,1,0.19145933,0.17717046,0.23336513,0.1536762,0.20143048,0.37931246,0.17600992,0.2552929,0.1581201,0.13659471,0.098179966,0.33647883,0.4757145,0.26898324,0.321195,0.18267922,0.32818347,0.04517958,0.25083578,0.27890953
전란,전쟁,0.65628976,1,0.20432779,0.16822809,0.34688044,0.19732879,0.1899554,0.38304415,0.1410506,0.19627638,0.18957464,0.15308969,0.15132827,0.65628976,0.35813373,0.32342452,0.38545924,0.40131113,0.3859445,-0.00632986,0.44469443,0.21367957
역병,전쟁,0.4678122,1,0.04152934,0.09334096,0.29399693,0.21935809,0.08526762,0.42294645,0.14987828,0.22414239,0.07024305,0.100889616,0.10313047,0.4678122,0.45571014,0.36793205,0.43637872,0.3851586,0.22839819,0.02382489,0.36744288,0.13148876
호환,가족,0.45653337,1,0.12484187,0.19435042,0.44184926,0.059574753,0.10942234,0.3590764,0.25252813,0.085139066,0.17787781,0.12944591,0.081444226,0.37897998,0.29869807,0.41637328,0.37104708,0.27046227,0.45653337,0.24424243,0.3684176,0.1522883
의지,모험,0.4766272,6,0.028426547,0.13185313,0.40272945,0.10933791,0.22828068,0.31975293,0.18989119,0.11436409,0.09327879,0.12254674,0.17260274,0.38795957,0.32066068,0.337132,0.4766272,0.19134517,0.3870366,0.106770545,0.36201638,0.17113517
위협,범죄,0.63078755,1,0.09403939,0.12581098,0.40588593,0.17897871,0.13757876,0.35901803,0.14854787,0.18907514,0.10724971,0.09448478,0.009346137,0.49783006,0.63078755,0.3751625,0.4037093,0.3141281,0.40137178,0.1156194,0.3580129,0.24090576
원래,서부,0.32312673,1,0.09761516,0.07862482,0.22487774,0.08077599,0.038049795,0.20776162,0.1636613,-0.029373653,0.13939714,0.09946766,0.092960134,0.31385323,0.14698865,0.27451247,0.21272443,0.32312673,0.17714557,0.07234228,0.31202698,0.21659712
시대,역사,0.58649194,2,0.28730112,0.2268196,0.39993253,0.24029273,0.31450593,0.42751303,0.32754573,0.1751688,0.19411182,0.2473856,0.24147144,0.58327895,0.35086235,0.4095266,0.3780517,0.42201254,0.4163258,0.140604,0.58649194,0.34798768
위험,범죄,0.63273746,1,0.13124439,0.14252618,0.41184774,0.26666197,0.19448526,0.34314454,0.17820558,0.19779947,0.13291575,0.14357036,0.050657436,0.44158465,0.63273746,0.36828995,0.42292598,0.3133356,0.45969915,0.17157938,0.2777756,0.2159667
위험천만,범죄,0.38587242,1,0.2946012,0.30433562,0.23926832,0.33918926,0.32378146,0.22150722,0.19011645,0.36899346,0.13140522,0.26086485,0.24102592,0.23789455,0.38587242,0.1557405,0.2892977,0.1428992,0.17758332,0.12915653,0.11561101,0.12532991
지속,모험,0.4619097,1,0.10158178,0.040643852,0.4224733,0.007200237,0.12199697,0.3088614,0.14592649,0.12063382,0.19932461,0.11243733,0.06314787,0.39481375,0.35622942,0.39387947,0.4619097,0.27773505,0.33313292,0.1193471,0.3756119,0.15979469
결론,역사,0.5511968,4,0.16727853,0.13686001,0.32451147,0.07417771,0.14680044,0.3761582,0.13687047,0.16424428,0.17347576,0.1717797,0.05391792,0.33579156,0.4138468,0.42941988,0.34840322,0.21041457,0.35537744,0.16456875,0.5511968,0.1692061
음식,가족,0.5460968,1,0.31730354,0.3617805,0.44552675,0.17193775,0.28201604,0.474031,0.2990319,0.26783708,0.30368,0.32405528,0.27791193,0.45628145,0.41881624,0.5354152,0.46132907,0.32704297,0.5460968,0.37723628,0.5186409,0.3132519
보유,역사,0.42861152,1,0.123527855,0.062664255,0.40502784,0.07380569,0.13556983,0.2571187,0.18196565,0.12441445,0.17840874,0.08948233,0.17333783,0.3901965,0.3586879,0.32514274,0.39192796,0.26699156,0.3769202,0.16051775,0.42861152,0.1429498
죽음,전쟁,0.60630465,2,0.28303462,0.23196979,0.46366003,0.22534956,0.2812007,0.46528828,0.2477038,0.2691586,0.16912223,0.33389598,0.21450758,0.60630465,0.4852814,0.45473605,0.5818104,0.35338196,0.53155524,0.13217868,0.5396503,0.38581085
연상,가족,0.39346665,1,0.16394679,0.14319745,0.33418947,0.059498753,0.22265457,0.30006856,0.19321458,0.09199534,0.22120443,0.052652635,0.13051295,0.3511022,0.34416464,0.35943416,0.3801904,0.20262012,0.39346665,0.12899476,0.32761034,0.18698362
욕구,가족,0.5262827,1,0.17334582,0.1511799,0.33931386,0.15815091,0.23895274,0.32138944,0.19477883,0.1807699,0.13237628,0.13966455,0.17114732,0.34427512,0.4439077,0.3579004,0.46594262,0.2416085,0.5262827,0.11618855,0.36008158,0.22862737
제외,서부,0.41212025,1,0.19494107,0.121848516,0.30907315,0.11050501,0.09578983,0.32842547,0.22396591,0.20560734,0.20260589,0.10207646,0.12746005,0.3648452,0.33534244,0.25836843,0.34442556,0.41212025,0.3454494,0.1456027,0.3445199,0.15472959
해답,과학,0.43874705,1,0.110235795,0.07370088,0.2316693,0.04467415,0.1700325,0.24922417,0.052925315,0.2110008,0.07515215,0.20382585,0.08703801,0.24963042,0.2865236,0.43874705,0.33829185,0.22602421,0.3487923,-0.002282864,0.42002472,0.018722113
비극,역사,0.590985,1,0.33636755,0.36032325,0.39688894,0.32905114,0.36342353,0.532703,0.26264754,0.37086648,0.21393944,0.37500784,0.2767715,0.58894163,0.5292893,0.4850827,0.5143959,0.3243841,0.45568722,0.17133485,0.590985,0.42707416
추천,호러,0.5195413,2,0.23996004,0.26429045,0.47542903,0.21552958,0.32478404,0.5195413,0.35035804,0.2611884,0.26828194,0.17920136,0.23627557,0.28759438,0.34159115,0.3702598,0.44489738,0.34130865,0.48464745,0.26909444,0.39718637,0.28901017
엔지니어,과학,0.33548424,4,0.23264886,0.22177823,0.24696071,0.17971201,0.12949291,0.25377926,0.24687879,0.26279238,0.31725866,0.2619162,0.32035667,0.15170786,0.11959306,0.33548424,0.23286085,0.21726692,0.22299337,0.2814854,0.19629712,0.20742129
탐험,모험,0.7051686,3,0.2504994,0.16723025,0.38528806,0.17721632,0.24328268,0.4351699,0.31226364,0.33896944,0.26114294,0.32383767,0.18357506,0.4831471,0.38532448,0.53464746,0.7051686,0.47009814,0.48403692,0.21868595,0.49787816,0.17468162
시선,가족,0.470222,1,0.27416855,0.19200364,0.37939197,0.15462495,0.29391205,0.3973332,0.20146239,0.30442223,0.16886659,0.30928072,0.23782608,0.23614264,0.37351093,0.35149536,0.41464704,0.16402894,0.470222,0.0979534,0.40974686,0.35534176
사용,역사,0.473538,1,0.115842536,0.037587192,0.38285124,-0.030385109,0.07931799,0.22457227,0.11367227,0.010508137,0.1739135,0.0273239,0.03143497,0.4158801,0.3393744,0.3050541,0.33373004,0.22128712,0.294102,0.071081914,0.473538,0.12262277
탄생,역사,0.5829846,1,0.19624309,0.18221012,0.2969029,0.095735,0.19141114,0.31260082,0.17183658,0.23022634,0.21118301,0.19962923,0.29145452,0.46417397,0.23336005,0.3628719,0.3945592,0.21338746,0.40395412,0.13069978,0.5829846,0.37122035
가전,가족,0.5596087,1,0.35715955,0.29635182,0.41536093,0.18596244,0.25741228,0.4646439,0.31831956,0.25926253,0.32806206,0.27310258,0.21398307,0.47398973,0.44815367,0.5380936,0.40467316,0.41908148,0.5596087,0.3323267,0.4713185,0.24920413
컴퓨터,과학,0.5261784,1,0.3652216,0.37250772,0.35151875,0.27226153,0.18113689,0.2999323,0.36995333,0.34221366,0.4929946,0.27743345,0.29194996,0.29332846,0.30979285,0.5261784,0.23875327,0.17407033,0.28355193,0.39087188,0.32756522,0.07573773
자동차,스포츠,0.5303885,1,0.33836496,0.28292778,0.29948756,0.21883821,0.28320032,0.24891064,0.35315576,0.30588412,0.36578554,0.27120048,0.33463943,0.26694903,0.29824972,0.34412178,0.33142653,0.29190826,0.24191898,0.5303885,0.3469718,0.1215277
핸드폰,드라마,0.30644014,1,0.30644014,0.16140448,0.17773421,0.17734897,0.21691856,0.025828566,0.13450913,0.18745393,0.20841081,0.14453055,0.19249544,0.17142272,0.26993826,0.23991573,0.14130825,0.11181985,0.2449996,0.20942217,0.20226914,0.040292967
버스,액션,0.5717954,1,0.26712412,0.26569715,0.5717954,0.1538837,0.24478655,0.43582624,0.2191218,0.26313952,0.3046725,0.2498404,0.25530604,0.32142317,0.41413623,0.43964303,0.4113973,0.47402495,0.4192814,0.2613415,0.5096069,0.16932458
고민,가족,0.44028428,1,0.15315239,0.15243459,0.32684827,0.1411772,0.28411168,0.32902202,0.16703634,0.23683578,0.08328797,0.14988565,0.16135137,0.30593035,0.30129936,0.31208494,0.42025736,0.17812715,0.44028428,0.03080964,0.38423917,0.15853986
구체,액션,0.43217632,1,0.09320908,0.14175022,0.43217632,0.07352097,0.11656826,0.41793263,0.22977957,0.21328694,0.4182961,0.20194925,0.1489443,0.2972642,0.38240653,0.36909863,0.387233,0.17636831,0.36297613,0.14926362,0.3449391,0.30920678
고안,모험,0.3418078,1,-0.10282099,0.0034339577,0.26212054,-0.03745217,-0.043840647,0.24952866,0.00904589,-0.001964005,0.18149254,0.015781745,0.074142784,0.2443001,0.24870329,0.31071612,0.3418078,0.12493904,0.24042393,0.016379971,0.2849701,0.073882796
난제,과학,0.4944757,1,0.08599447,0.18455671,0.3342842,0.10490122,0.15099926,0.29247886,0.07510777,0.24780272,0.14096403,0.12446861,0.10489871,0.38087845,0.40665418,0.4944757,0.38639092,0.2003028,0.3910471,0.03801294,0.41492257,0.080210544
감독,액션,0.5491476,1,0.3557977,0.38947242,0.5491476,0.32911953,0.3091586,0.5290831,0.30022043,0.24271184,0.3742842,0.41935813,0.36892593,0.35101116,0.45475683,0.28807014,0.46953627,0.37318483,0.4412683,0.31606275,0.39605463,0.41242167
전체,서부,0.5099081,1,0.20666902,0.15394329,0.39958227,0.17362542,0.14050235,0.26483032,0.20734371,0.15360013,0.25137237,0.17775767,0.09582142,0.42261842,0.37120372,0.41245982,0.34528533,0.5099081,0.4702976,0.21185327,0.48220623,0.19649783
기술,과학,0.69454426,1,0.20216036,0.17877874,0.52032614,0.12525027,0.18130739,0.40117976,0.27065405,0.1387824,0.37445787,0.20766874,0.17256212,0.44765025,0.4228818,0.69454426,0.47191587,0.35559148,0.3520983,0.32538837,0.6059208,0.22628032
상상력,모험,0.4037878,2,0.19029841,0.2302979,0.21920091,0.2838072,0.31703326,0.23935254,0.33057746,0.27504754,0.31029633,0.31507143,0.2725861,0.2163967,0.19400069,0.34118557,0.4037878,0.083145805,0.16507114,0.19603026,0.2212579,0.22799923
진짜,액션,0.42804575,1,0.22589889,0.2183692,0.42804575,0.20449184,0.24554005,0.33093107,0.1774263,0.20386189,0.14144818,0.19903924,0.20668107,0.4029084,0.4273923,0.39381614,0.36328968,0.26603073,0.3142021,0.09687389,0.3211556,0.30976576
의미,역사,0.54686284,2,0.10336262,0.07009844,0.3235413,0.0015950105,0.10449411,0.21748558,0.09778328,0.0797,0.14081414,0.179596,0.049787644,0.318694,0.37665108,0.38429606,0.4056123,0.23737861,0.37613204,0.10456641,0.54686284,0.17320763
이해,역사,0.57895875,2,0.11409156,0.09507467,0.2382019,0.09195772,0.09192109,0.35070026,0.14081988,0.063758805,0.14745146,0.18877538,0.07482403,0.27185404,0.29525185,0.38945562,0.4038431,0.26443043,0.3088364,0.14713284,0.57895875,0.18367952
공학,과학,0.77642876,1,0.23804797,0.22536024,0.5050828,0.20834787,0.18496172,0.44295862,0.33924845,0.17259742,0.3457478,0.20285416,0.22417614,0.45068175,0.40920934,0.77642876,0.39796516,0.402272,0.38765636,0.32645583,0.5368891,0.2095126
공부,과학,0.57697165,1,0.24913129,0.24704653,0.39899233,0.094653025,0.2057136,0.39841616,0.22770412,0.16615118,0.20180798,0.18298976,0.2373933,0.4370609,0.35236242,0.57697165,0.5010616,0.29332924,0.3856557,0.21496153,0.5180533,0.08358655
실천,역사,0.4766742,1,0.08729273,0.14078599,0.42073047,0.04613911,0.23863594,0.28775895,0.105972834,0.08962104,0.10411916,0.2269819,0.1460746,0.3187257,0.34092587,0.456001,0.4335251,0.2151623,0.40597427,0.15819965,0.4766742,0.1572296
공경,가족,0.4505123,1,-0.022720726,0.050294384,0.33942655,-0.029372264,0.09180965,0.33808908,0.17478696,0.04668093,0.041390363,0.012672982,0.08907198,0.2984645,0.25404257,0.25916848,0.2818896,0.18885589,0.4505123,0.041382626,0.31509438,0.22870374
이제,전쟁,0.35578817,1,0.16266945,0.08405202,0.2944087,0.07713323,0.10286921,0.20736898,0.16502552,0.040405106,0.033033572,0.12222121,0.14545721,0.35578817,0.24244738,0.32185727,0.23520915,0.31167442,0.2575109,0.051648505,0.31733623,0.18283829
바다,모험,0.45816064,1,0.18469568,0.078946404,0.253366,0.13354109,0.20898902,0.32044348,0.24914938,0.23775768,0.19397126,0.2658014,0.20596898,0.35203004,0.2804006,0.33287418,0.45816064,0.3711117,0.44435853,0.0770832,0.35740033,0.29020035
아래,역사,0.3549589,1,0.13026497,0.067650415,0.32566372,-0.023490269,0.07154778,0.24708988,0.09607771,0.06423348,0.17642775,0.23216724,0.10164524,0.25132647,0.25512525,0.20404558,0.32657936,0.28649715,0.31442076,0.13870025,0.3549589,0.22896025
인류,과학,0.62238413,4,0.15170659,0.118165396,0.3586941,0.14847696,0.14904776,0.33321947,0.22683074,0.24840489,0.14753608,0.2828011,0.16054957,0.5540728,0.5014604,0.62238413,0.36354235,0.4505189,0.54227364,0.12398177,0.6005616,0.1493874
영역,역사,0.52784157,1,0.25149053,0.14192909,0.40362874,0.15332617,0.19437702,0.31309944,0.2609837,0.2192399,0.30259323,0.22360578,0.1558703,0.39999256,0.39366516,0.5209268,0.3753614,0.42980477,0.48037928,0.22584239,0.52784157,0.1883046
공포,호러,0.68431544,1,0.31929123,0.46019343,0.5570179,0.45828736,0.38670522,0.68431544,0.49397963,0.36268827,0.34434855,0.25043544,0.30673355,0.5645966,0.5806578,0.41940635,0.5677891,0.30126157,0.3864537,0.18269353,0.3863501,0.4380995
준비,전쟁,0.49908724,1,0.1833268,0.22623783,0.38380888,0.18168625,0.23932229,0.30379325,0.15187472,0.15923272,0.203909,0.20689033,0.2807927,0.49908724,0.28885424,0.3548308,0.40219823,0.24739404,0.3782572,0.16100422,0.42074376,0.19450897
